"","gene_id","Gene name","description","Datasets with significant neurite enrichment (p<0.1)","Average of significant (p<0.1) log2 enrichment","Datasets with neurite TPM > 10","Detection Rank (extended Table1)","Exclusive significant enrichment in specific cells","Studies with neurite ribosome association","primary motor neurons B","Ascl1 induced neurons B","primary dorsal root ganglia","neuroblastoma line CAD","primary cortical neurons B","neuroblastoma line N2A","Ascl1 induced neurons A","primary motor neurons C","iPSC derived motor neurons","hippocampal tissue B","hippocampal tissue C","Zappulo2017_loc.translation","Shigeoka2016_loc.translation","Ouwenga2017_loc.translation","Ainsley2014_loc.translation"
"592","ENSMUSG00000038489","Polr2l","polymerase (RNA) II (DNA directed) polypeptide L [Source:MGI Symbol;Acc:MGI:1913741]","5","0.883549922366282","10","2821","not exclusive","0","","","1.18700773065014","1.72939972130962","0.421808954752783","1.20875063727196","","1.1627503398913","","","-0.408417849678105","","","",""
"1776","ENSMUSG00000022216","Psme1","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Source:MGI Symbol;Acc:MGI:1096367]","3","0.883721440330739","11","1867","not exclusive","1","","","0.692908140063415","1.08482486103936","","0.873431319889444","","","","","","","","","0.989403234802008"
"2936","ENSMUSG00000039985","Sinhcaf","SIN3-HDAC complex associated factor [Source:MGI Symbol;Acc:MGI:1929091]","2","0.885566468122248","8","4616","not exclusive","1","","0.573283547625677","","","","","","","","","1.19784938861882","","","","0.827105409927496"
"4615","ENSMUSG00000009406","Elk1","ELK1, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101833]","1","0.88612319075289","6","6661","Primary","0","","","","","","","","0.88612319075289","","","","","","",""
"2935","ENSMUSG00000027167","Elp4","elongator acetyltransferase complex subunit 4 [Source:MGI Symbol;Acc:MGI:1925016]","2","0.886513105126816","5","8052","not exclusive","0","","1.11481437628934","","","","","","","","","0.658211833964297","","","",""
"1022","ENSMUSG00000062373","Tmem65","transmembrane protein 65 [Source:MGI Symbol;Acc:MGI:1922118]","4","0.886660821143963","8","5164","not exclusive","0","","","","","1.02136038810667","","","1.30095526157932","0.449768212027905","","0.774559422861955","","","",""
"591","ENSMUSG00000060548","Tnfrsf19","tumor necrosis factor receptor superfamily, member 19 [Source:MGI Symbol;Acc:MGI:1352474]","5","0.887080112493402","5","7962","not exclusive","1","","","2.27039944692329","","-0.790591515584814","","0.746311584259364","1.41701618055244","","0.768949187179719","0.910395791630413","0.964688204357626","","",""
"318","ENSMUSG00000037242","Clic4","chloride intracellular channel 4 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1352754]","6","0.88709896232021","10","2696","not exclusive","2","1.24791675288954","1.28398834287376","1.13284583557256","-0.762349160461018","","-0.767462846893681","0.634672456871399","0.959311000602469","","","3.36786931710664","","","0.490196078431373","0.778583379810374"
"1021","ENSMUSG00000030753","Thap12","THAP domain containing 12 [Source:MGI Symbol;Acc:MGI:1920231]","4","0.888319721484751","10","2924","Primary","1","","","1.07469818832187","","0.693720550194884","","","1.45897494101848","","","0.325885206403778","","","","0.974902398215282"
"590","ENSMUSG00000058709","Egln2","egl-9 family hypoxia-inducible factor 2 [Source:MGI Symbol;Acc:MGI:1932287]","5","0.888505942911635","11","2175","not exclusive","0","","","","0.933686060856945","1.29470176598057","0.784706487677476","","0.79192434077619","","","0.637511059266996","","","",""
"2934","ENSMUSG00000000805","Car4","carbonic anhydrase 4 [Source:MGI Symbol;Acc:MGI:1096574]","2","0.888563270048771","4","8664","Non-primary","0","","0.719363408990219","","","","","1.05776313110732","","","","","","","",""
"2933","ENSMUSG00000058446","Znrf2","zinc and ring finger 2 [Source:MGI Symbol;Acc:MGI:1196246]","2","0.888623479161757","7","6198","not exclusive","0","","1.02583165876353","","","","","","","","","0.751415299559982","","","",""
"589","ENSMUSG00000022246","Rai14","retinoic acid induced 14 [Source:MGI Symbol;Acc:MGI:1922896]","5","0.888740364044567","5","7464","not exclusive","0","","1.25020121396395","1.33821455451118","-1.10728707443511","","","0.494357379577291","","0.398282714090188","","2.9586733965599","","","",""
"1020","ENSMUSG00000031371","Haus7","HAUS augmin-like complex, subunit 7 [Source:MGI Symbol;Acc:MGI:1920988]","4","0.888987337703158","8","5235","not exclusive","0","","0.868891071282559","0.741007616667117","","","","0.712032706679576","","","","1.23401795618338","","","",""
"1775","ENSMUSG00000050335","Lgals3","lectin, galactose binding, soluble 3 [Source:MGI Symbol;Acc:MGI:96778]","3","0.889001410036236","4","8794","not exclusive","0","","","0.924818618762797","","1.0409416919065","","0.701243919439409","","","","","","","",""
"2932","ENSMUSG00000079658","Eloc","elongin C [Source:MGI Symbol;Acc:MGI:1915173]","2","0.889114401880369","12","1175","not exclusive","0","","0.862205991575818","","","","","","0.916022812184919","","","","","","",""
"1774","ENSMUSG00000025935","Tram1","translocating chain-associating membrane protein 1 [Source:MGI Symbol;Acc:MGI:1919515]","3","0.889329755541142","11","2129","not exclusive","0","","1.163866686097","","","","","1.16893152081318","","","","0.335191059713241","","","",""
"317","ENSMUSG00000024208","Uqcc2","ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:1914517]","6","0.88964074375291","13","581","not exclusive","0","","","1.5091143976475","1.29412499344228","0.76905560955089","1.49789325386774","","1.4701860963","0.265271073323963","","-0.578160217862005","","","",""
"588","ENSMUSG00000028334","Nans","N-acetylneuraminic acid synthase (sialic acid synthase) [Source:MGI Symbol;Acc:MGI:2149820]","5","0.889882059340107","10","2946","not exclusive","0","","0.747823530950288","1.38814099850655","0.758779374647789","0.448811185787441","","1.10585520680847","","","","","","","",""
"587","ENSMUSG00000060802","B2m","beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127]","5","0.890052486657108","11","1678","not exclusive","2","","1.07699534050645","1.02749965050869","","","","","","0.514148540423856","0.683934775493303","1.14768412635324","0.797145003756574","0.0969886585842785","",""
"316","ENSMUSG00000027602","Map1lc3a","microtubule-associated protein 1 light chain 3 alpha [Source:MGI Symbol;Acc:MGI:1915661]","6","0.890213797422405","15","166","not exclusive","0","","-0.651947241178226","1.05645165169301","1.31043508193034","0.94387817413308","1.38210988485999","","1.41731497126202","0.773254059256621","","","","","",""
"4614","ENSMUSG00000047084","Ngrn","neugrin, neurite outgrowth associated [Source:MGI Symbol;Acc:MGI:1933212]","1","0.890484679692271","9","4139","Primary","0","","","","","","","","0.890484679692271","","","","","","",""
"1773","ENSMUSG00000003200","Sh3gl1","SH3-domain GRB2-like 1 [Source:MGI Symbol;Acc:MGI:700010]","3","0.890634027588837","9","4092","not exclusive","0","","1.26158246398303","0.511842544655544","","","","0.898477074127939","","","","","","","",""
"2931","ENSMUSG00000006390","Elovl1","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1 [Source:MGI Symbol;Acc:MGI:1858959]","2","0.890788718707291","10","3171","not exclusive","1","","","-1.25984802041801","","","","1.18739292424817","","","","2.74482125229172","0.626596543951916","","",""
"2930","ENSMUSG00000056938","Acbd4","acyl-Coenzyme A binding domain containing 4 [Source:MGI Symbol;Acc:MGI:1914381]","2","0.891425015216802","5","7707","Non-primary","0","","","","0.874202432334889","","","0.908647598098715","","","","","","","",""
"2929","ENSMUSG00000072889","Nfxl1","nuclear transcription factor, X-box binding-like 1 [Source:MGI Symbol;Acc:MGI:1923646]","2","0.891464502815125","7","6107","Non-primary","0","","1.24383666055795","","","","","0.539092345072298","","","","","","","",""
"4613","ENSMUSG00000030246","Ldhb","lactate dehydrogenase B [Source:MGI Symbol;Acc:MGI:96763]","1","0.891883257019646","11","1671","Primary","2","","","","","","","","","","","0.891883257019646","","0.0277669143527571","","0.197992191857223"
"2928","ENSMUSG00000048007","Timm8a1","translocase of inner mitochondrial membrane 8A1 [Source:MGI Symbol;Acc:MGI:1353433]","2","0.892257088423056","9","4042","Non-primary","0","","1.35593548457159","","","","","0.428578692274526","","","","","","","",""
"1772","ENSMUSG00000035569","Ankrd11","ankyrin repeat domain 11 [Source:MGI Symbol;Acc:MGI:1924337]","3","0.892808003572631","12","1204","not exclusive","1","","0.447311175742635","","","","","","1.46623451321857","","","0.76487832175669","","","","0.950362520914668"
"4612","ENSMUSG00000024800","Rpp30","ribonuclease P/MRP 30 subunit [Source:MGI Symbol;Acc:MGI:1859683]","1","0.893682575749538","6","6947","Non-primary","0","","0.893682575749538","","","","","","","","","","","","",""
"4611","ENSMUSG00000069769","Msi2","musashi RNA-binding protein 2 [Source:MGI Symbol;Acc:MGI:1923876]","1","0.895434508492448","10","2670","not exclusive","0","","","","","","","-0.54714509459197","","","","2.33801411157687","","","",""
"315","ENSMUSG00000064326","Siva1","SIVA1, apoptosis-inducing factor [Source:MGI Symbol;Acc:MGI:1353606]","6","0.895573702003669","10","3028","not exclusive","1","","0.708793727968628","1.27327769868168","1.34361309081258","0.628296518747919","1.01433852974709","0.405122646064114","","","","","","0.738756355103637","",""
"586","ENSMUSG00000021520","Uqcrb","ubiquinol-cytochrome c reductase binding protein [Source:MGI Symbol;Acc:MGI:1914780]","5","0.895653406240281","14","287","not exclusive","0","","0.365958917472284","0.790964794243431","","0.832788648935191","","","1.51070430817135","0.977850362379145","","","","","",""
"2927","ENSMUSG00000054079","Utp18","UTP18 small subunit processome component [Source:MGI Symbol;Acc:MGI:1923402]","2","0.895742367091459","6","6938","not exclusive","1","","2.18816818065981","","","","","","1.11941681515906","","","-0.620357894544494","","0.945639421196715","",""
"2926","ENSMUSG00000024556","Me2","malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:2147351]","2","0.895748982557037","9","4007","Non-primary","0","","0.788093889649854","","","","","1.00340407546422","","","","","","","",""
"585","ENSMUSG00000023939","Mrpl14","mitochondrial ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1333864]","5","0.895890538337744","10","2794","not exclusive","1","","","0.941132876155709","1.38796728056996","0.657771216438557","1.12709932950718","0.365481989017316","","","","","","0.0700039108330074","",""
"1019","ENSMUSG00000030042","Pole4","polymerase (DNA-directed), epsilon 4 (p12 subunit) [Source:MGI Symbol;Acc:MGI:1914229]","4","0.896492120372365","11","2332","not exclusive","1","","0.551309911625959","1.1398997188737","1.00830618097405","0.886452670015749","","","","","","","","","","0.20803123257111"
"1771","ENSMUSG00000024985","Tcf7l2","transcription factor 7 like 2, T cell specific, HMG box [Source:MGI Symbol;Acc:MGI:1202879]","3","0.898277430107621","6","7004","not exclusive","0","","0.424241332320547","-0.872444006839281","","","","0.549466417565892","","","","3.49184597738333","","","",""
"4610","ENSMUSG00000058076","Sdhc","succinate dehydrogenase complex, subunit C, integral membrane protein [Source:MGI Symbol;Acc:MGI:1913302]","1","0.898736085532625","12","1232","Primary","1","","","0.898736085532625","","","","","","","","","","","","0.0462911321807027"
"584","ENSMUSG00000025404","R3hdm2","R3H domain containing 2 [Source:MGI Symbol;Acc:MGI:1919000]","5","0.898767865889977","11","1765","not exclusive","0","","0.830520126822864","0.695188949179653","","0.599719802293635","","","1.83846315778513","","","0.529947293368602","","","",""
"314","ENSMUSG00000023089","Ndufa5","NADH:ubiquinone oxidoreductase subunit A5 [Source:MGI Symbol;Acc:MGI:1915452]","6","0.899573876495998","13","538","not exclusive","1","","0.619815741935854","0.923393839596854","","0.612990715145648","1.18966507544761","","1.57745237088948","0.474125515960539","","","","0.31716855690262","",""
"2925","ENSMUSG00000027222","Pex16","peroxisomal biogenesis factor 16 [Source:MGI Symbol;Acc:MGI:1338829]","2","0.900045615583918","5","7803","Non-primary","1","","","","1.01999109614764","","0.780100135020201","","","","","","","0.00586624951114587","",""
"1770","ENSMUSG00000024593","Megf10","multiple EGF-like-domains 10 [Source:MGI Symbol;Acc:MGI:2685177]","3","0.900202770648936","4","8995","Primary","1","1.70834570653672","","-2.70361094552164","","","","","","","1.09697073844272","3.49910558313794","0.232907588279489","","",""
"42","ENSMUSG00000018585","Atox1","antioxidant 1 copper chaperone [Source:MGI Symbol;Acc:MGI:1333855]","9","0.900286068699831","12","1029","not exclusive","1","","0.689284519007976","1.00717082861877","1.44437253047018","0.832135131214484","1.45383705707343","0.546814868687372","1.11930768504394","0.482746332250156","","0.526905665932168","","0.676965193586234","",""
"2924","ENSMUSG00000040521","Tsfm","Ts translation elongation factor, mitochondrial [Source:MGI Symbol;Acc:MGI:1913649]","2","0.900852047486505","8","5015","Non-primary","0","","","","1.26916102883205","","","0.532543066140961","","","","","","","",""
"2923","ENSMUSG00000021635","Rad17","RAD17 checkpoint clamp loader component [Source:MGI Symbol;Acc:MGI:1333807]","2","0.901298553048333","4","9044","not exclusive","0","","0.826366645271756","","","","","","0.97623046082491","","","","","","",""
"313","ENSMUSG00000034349","Smc4","structural maintenance of chromosomes 4 [Source:MGI Symbol;Acc:MGI:1917349]","6","0.901510034982893","8","4410","not exclusive","0","1.59922192972651","1.52222244254725","1.46585258076137","-1.20571856308036","0.57150178995832","","0.414146534834438","1.94334353013272","","","","","","",""
"1018","ENSMUSG00000016382","Pls3","plastin 3 (T-isoform) [Source:MGI Symbol;Acc:MGI:104807]","4","0.901513546887942","10","2969","not exclusive","1","1.6497797327699","2.72741237522978","0.547619978011847","","","","1.25315393899599","","","","-1.67039829056781","0.115702479338843","","",""
"2922","ENSMUSG00000020074","Ccar1","cell division cycle and apoptosis regulator 1 [Source:MGI Symbol;Acc:MGI:1914750]","2","0.902080187170865","13","708","not exclusive","1","","1.047805662584","","","","","-0.345821706249013","2.00425660517761","","","","","","","0.393753485778026"
"1769","ENSMUSG00000017499","Cdc6","cell division cycle 6 [Source:MGI Symbol;Acc:MGI:1345150]","3","0.902444160402731","3","10114","not exclusive","0","","1.83010886850682","0.837325483907053","","","","1.29708679483344","","-0.354744505636396","","","","","",""
"166","ENSMUSG00000008682","Rpl10","ribosomal protein L10 [Source:MGI Symbol;Acc:MGI:105943]","7","0.902624122173209","14","192","not exclusive","1","","0.65700821282853","1.59000858009231","0.792677459972854","0.894384062152355","","0.396875083903517","1.30847134935705","","","0.678944106905847","","","","0.0697155605131065"
"1768","ENSMUSG00000042804","Gpr153","G protein-coupled receptor 153 [Source:MGI Symbol;Acc:MGI:1916157]","3","0.902734494485809","4","9233","not exclusive","1","","","1.2768699510545","","1.42229773653129","","-1.7581452383272","","","","2.66991552868464","","","0.300653594771242",""
"583","ENSMUSG00000028062","Lamtor2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:MGI Symbol;Acc:MGI:1932697]","5","0.903687274690176","12","1333","not exclusive","0","","0.676226971037625","0.907239919842811","1.33132443088942","0.542703843837542","1.06094120784348","","","","","","","","",""
"312","ENSMUSG00000027940","Tpm3","tropomyosin 3, gamma [Source:MGI Symbol;Acc:MGI:1890149]","6","0.904285410580028","12","901","not exclusive","1","1.00490172931232","1.5291112804771","1.36943382972639","","","","0.946399470342346","1.727107437731","0.390667117290209","","-0.637622990819169","","0.0852561595619867","",""
"1017","ENSMUSG00000007415","Gatad1","GATA zinc finger domain containing 1 [Source:MGI Symbol;Acc:MGI:1914460]","4","0.904434968494412","11","2020","not exclusive","0","","0.689038887001828","0.901963374196177","","","","","0.85331587191162","","","1.17342174086802","","","",""
"1767","ENSMUSG00000035202","Lars2","leucyl-tRNA synthetase, mitochondrial [Source:MGI Symbol;Acc:MGI:2142973]","3","0.904612423672983","12","906","not exclusive","1","","","1.02833315736625","","0.901658490303264","0.783845623349436","","","","","","","","","0.000557724484104852"
"2921","ENSMUSG00000037443","Cep85","centrosomal protein 85 [Source:MGI Symbol;Acc:MGI:1917262]","2","0.904825396346466","9","4257","not exclusive","0","","","","","","","0.466016208252282","","","","1.34363458444065","","","",""
