ensembl_gene_id	Gene	flygene	flygenename	soma_log2FC	neurite_log2FC	log2FC_LR_v1	pvalue_v1	minusdox_log2LR	plusdox_log2LR	log2FC_LR_v2	pvalue_v2	log2FC_LR_final	pvalue_final	pvalue.adjust	CLIPin3UTR
ENSMUSG00000063015	Ccni	FBgn0010382	CycE	 9.11e-02	-2.03e-01	-0.293984	 8.74e-04	 7.94e-01	 5.00e-01	-0.294032	 1.09e-03	-0.294032	 1.09e-03	 1.82e-02	no
ENSMUSG00000063015	Ccni	FBgn0000405	CycB	 9.11e-02	-2.03e-01	-0.293984	 8.74e-04	 7.94e-01	 5.00e-01	-0.294032	 1.09e-03	-0.294032	 1.09e-03	 1.82e-02	no
ENSMUSG00000063015	Ccni	FBgn0010315	CycD	 9.11e-02	-2.03e-01	-0.293984	 8.74e-04	 7.94e-01	 5.00e-01	-0.294032	 1.09e-03	-0.294032	 1.09e-03	 1.82e-02	no
ENSMUSG00000029385	Ccng2	FBgn0010382	CycE	 4.53e-01	 3.67e-01	-0.086008	 3.59e-01	 1.47e-01	 6.15e-02	-0.085819	 3.46e-01	-0.086008	 3.59e-01	 6.46e-01	no
ENSMUSG00000029385	Ccng2	FBgn0000404	CycA	 4.53e-01	 3.67e-01	-0.086008	 3.59e-01	 1.47e-01	 6.15e-02	-0.085819	 3.46e-01	-0.086008	 3.59e-01	 6.46e-01	no
ENSMUSG00000029385	Ccng2	FBgn0000405	CycB	 4.53e-01	 3.67e-01	-0.086008	 3.59e-01	 1.47e-01	 6.15e-02	-0.085819	 3.46e-01	-0.086008	 3.59e-01	 6.46e-01	no
ENSMUSG00000029385	Ccng2	FBgn0010315	CycD	 4.53e-01	 3.67e-01	-0.086008	 3.59e-01	 1.47e-01	 6.15e-02	-0.085819	 3.46e-01	-0.086008	 3.59e-01	 6.46e-01	no
ENSMUSG00000027509	Rae1	FBgn0034646	Rae1	-3.11e-02	 4.27e-02	 0.073837	 3.90e-01	 2.61e-02	 1.00e-01	 0.073837	 4.20e-01	 0.073837	 4.20e-01	 6.97e-01	no
ENSMUSG00000107092	Gm7993			-2.22e-01	-6.35e-02	 0.158450	 4.12e-01	 3.79e-01	 5.38e-01	 0.158244	 3.90e-01	 0.158450	 4.12e-01	 6.91e-01	no
ENSMUSG00000034724	Cnot6l	FBgn0011725	twin	 6.61e-03	-2.91e-01	-0.297333	 1.10e-04	-3.12e-01	-6.09e-01	-0.297333	 3.44e-05	-0.297333	 1.10e-04	 3.26e-03	no
ENSMUSG00000034724	Cnot6l	FBgn0016762	angel	 6.61e-03	-2.91e-01	-0.297333	 1.10e-04	-3.12e-01	-6.09e-01	-0.297333	 3.44e-05	-0.297333	 1.10e-04	 3.26e-03	no
ENSMUSG00000027510	Rbm38			 3.09e-01	 3.04e-01	-0.005211	 9.68e-01	 2.50e-01	 2.45e-01	-0.004950	 9.68e-01	-0.004950	 9.68e-01	 9.87e-01	no
ENSMUSG00000017639	Rab11fip4	FBgn0013718	nuf	 9.63e-02	-2.94e-01	-0.391061	 1.39e-02	-4.89e-01	-8.79e-01	-0.390724	 2.58e-02	-0.390724	 2.58e-02	 1.48e-01	no
ENSMUSG00000033909	Usp36			 1.32e+00	 9.32e-01	-0.383533	 2.07e-04	-8.30e-01	-1.21e+00	-0.383317	 1.13e-03	-0.383317	 1.13e-03	 1.87e-02	no
ENSMUSG00000070822	Zscan18	FBgn0033581	CG12391	 8.86e-02	 2.61e-01	 0.172408	 2.74e-01	-4.58e-01	-2.86e-01	 0.172412	 3.76e-01	 0.172412	 3.76e-01	 6.60e-01	no
ENSMUSG00000070822	Zscan18	FBgn0001180	hb	 8.86e-02	 2.61e-01	 0.172408	 2.74e-01	-4.58e-01	-2.86e-01	 0.172412	 3.76e-01	 0.172412	 3.76e-01	 6.60e-01	no
ENSMUSG00000026933	Camsap1	FBgn0263197	Patronin	-1.44e-01	-2.80e-01	-0.136203	 2.72e-01	-6.53e-01	-7.89e-01	-0.135999	 3.07e-01	-0.135999	 3.07e-01	 6.01e-01	no
ENSMUSG00000033880	Lgals3bp	FBgn0034660	Loxl2	-4.15e-01	-7.38e-01	-0.322641	 3.48e-02	-1.03e-01	-4.26e-01	-0.322688	 4.09e-02	-0.322688	 4.09e-02	 1.96e-01	no
ENSMUSG00000029486	Mrpl1			 1.32e-01	 3.99e-01	 0.267485	 1.67e-02	 3.09e-01	 5.76e-01	 0.267560	 2.25e-02	 0.267560	 2.25e-02	 1.37e-01	yes
ENSMUSG00000025575	Cant1	FBgn0037900	CG5276	-1.66e-01	-1.66e-01	 0.000000	 9.93e-01	-5.42e-01	-5.42e-01	 0.000000	 9.99e-01	 0.000000	 9.99e-01	 1.00e+00	no
ENSMUSG00000000605	Clcn4	FBgn0036566	ClC-c	-1.29e-01	 1.02e-01	 0.230719	 4.98e-03	-4.05e-01	-1.75e-01	 0.230719	 1.04e-02	 0.230719	 1.04e-02	 8.51e-02	no
ENSMUSG00000034110	Kctd7	FBgn0034636	twz	 4.35e-04	-2.35e-02	-0.024006	 8.57e-01	-8.24e-02	-1.06e-01	-0.024006	 8.60e-01	-0.024006	 8.60e-01	 9.42e-01	no
ENSMUSG00000019295	Tmem129	FBgn0037241	CG14646	 6.65e-02	 1.80e-01	 0.113081	 1.81e-01	-5.34e-01	-4.20e-01	 0.113272	 2.00e-01	 0.113272	 2.00e-01	 4.83e-01	no
ENSMUSG00000037313	Tacc3	FBgn0026620	tacc	 9.16e-01	 7.08e-01	-0.208588	 6.03e-02	 1.67e-01	-4.19e-02	-0.208107	 7.17e-02	-0.208107	 7.17e-02	 2.69e-01	no
ENSMUSG00000017466	Timp2	FBgn0025879	Timp	-4.85e-01	-3.70e-01	 0.114493	 2.05e-01	 6.83e-02	 1.83e-01	 0.114301	 2.31e-01	 0.114301	 2.31e-01	 5.24e-01	no
ENSMUSG00000045948	Mrps12	FBgn0003714	tko	-8.70e-02	-2.73e-01	-0.185746	 2.00e-01	 6.17e-01	 4.32e-01	-0.185746	 1.79e-01	-0.185746	 2.00e-01	 4.84e-01	no
ENSMUSG00000070699	Sars2	FBgn0021750	SerRS-m	-2.60e-01	-3.38e-01	-0.077700	 5.66e-01	-1.67e-01	-2.45e-01	-0.077700	 5.65e-01	-0.077700	 5.66e-01	 7.96e-01	no
ENSMUSG00000070699	Sars2	FBgn0051133	Slimp	-2.60e-01	-3.38e-01	-0.077700	 5.66e-01	-1.67e-01	-2.45e-01	-0.077700	 5.65e-01	-0.077700	 5.66e-01	 7.96e-01	no
ENSMUSG00000030595	Nfkbib	FBgn0036053	iPLA2-VIA	-1.80e-01	-2.08e-01	-0.028123	 8.08e-01	 5.69e-01	 5.41e-01	-0.028076	 8.00e-01	-0.028123	 8.08e-01	 9.21e-01	no
ENSMUSG00000030595	Nfkbib	FBgn0043884	mask	-1.80e-01	-2.08e-01	-0.028123	 8.08e-01	 5.69e-01	 5.41e-01	-0.028076	 8.00e-01	-0.028123	 8.08e-01	 9.21e-01	no
ENSMUSG00000030595	Nfkbib	FBgn0000250	cact	-1.80e-01	-2.08e-01	-0.028123	 8.08e-01	 5.69e-01	 5.41e-01	-0.028076	 8.00e-01	-0.028123	 8.08e-01	 9.21e-01	no
ENSMUSG00000015149	Sirt2	FBgn0038788	Sirt2	-2.32e-01	-3.28e-01	-0.095547	 3.10e-01	 3.85e-01	 2.89e-01	-0.095547	 3.00e-01	-0.095547	 3.10e-01	 6.03e-01	no
ENSMUSG00000054252	Fgfr3			-1.03e+00	-1.21e+00	-0.180664	 8.92e-02	-7.33e-01	-9.14e-01	-0.180922	 1.40e-01	-0.180922	 1.40e-01	 3.98e-01	no
ENSMUSG00000036352	Ubac1			 8.53e-02	 5.41e-03	-0.079902	 3.75e-01	 4.01e-01	 3.21e-01	-0.079902	 3.81e-01	-0.079902	 3.81e-01	 6.65e-01	no
ENSMUSG00000051735	Rinl	FBgn0085443	spri	-5.72e-02	-1.53e-02	 0.041651	 7.95e-01	 2.14e-01	 2.56e-01	 0.041995	 7.92e-01	 0.041651	 7.95e-01	 9.15e-01	no
ENSMUSG00000051735	Rinl	FBgn0262937	Rabex-5	-5.72e-02	-1.53e-02	 0.041651	 7.95e-01	 2.14e-01	 2.56e-01	 0.041995	 7.92e-01	 0.041651	 7.95e-01	 9.15e-01	no
ENSMUSG00000015165	Hnrnpl	FBgn0003435	sm	 7.88e-02	 1.33e-02	-0.065485	 4.52e-01	-2.06e-01	-2.72e-01	-0.065485	 4.82e-01	-0.065485	 4.82e-01	 7.42e-01	no
ENSMUSG00000045980	Tmem104	FBgn0036988	CG5262	-3.07e-01	-2.48e-01	 0.059051	 7.08e-01	-1.06e+00	-1.00e+00	 0.058918	 7.50e-01	 0.058918	 7.50e-01	 8.96e-01	yes
ENSMUSG00000018861	Fdxr			 9.42e-02	-1.38e-02	-0.108060	 3.75e-01	-2.48e-01	-3.56e-01	-0.108060	 4.04e-01	-0.108060	 4.04e-01	 6.84e-01	no
ENSMUSG00000087679	Tmem250-ps	FBgn0014029	Sep2	-2.68e-01	-1.57e-01	 0.110897	 3.85e-01	 2.88e-02	 1.40e-01	 0.111168	 3.74e-01	 0.110897	 3.85e-01	 6.67e-01	no
ENSMUSG00000044788	Fads6			-3.24e-01	-3.16e-01	 0.007950	 9.35e-01	-7.80e-01	-7.72e-01	 0.008033	 9.35e-01	 0.008033	 9.35e-01	 9.73e-01	no
ENSMUSG00000082519	Vamp7-ps			-2.57e-01	-1.71e-01	 0.085890	 6.05e-01	 4.90e-01	 5.76e-01	 0.086009	 5.44e-01	 0.085890	 6.05e-01	 8.17e-01	no
ENSMUSG00000053898	Ech1	FBgn0031092	CG9577	-5.00e-01	-5.86e-01	-0.085728	 3.78e-01	 7.49e-01	 6.63e-01	-0.085945	 3.46e-01	-0.085728	 3.78e-01	 6.63e-01	no
ENSMUSG00000045288	Ush1g	FBgn0033785	Sans	-4.04e-01	-6.18e-01	-0.213881	 8.87e-02	-1.98e-01	-4.12e-01	-0.214313	 1.12e-01	-0.214313	 1.12e-01	 3.47e-01	no
ENSMUSG00000034586	Hid1	FBgn0033713	CG8841	-1.09e-01	-2.08e-01	-0.098522	 1.75e-01	-2.47e-01	-3.46e-01	-0.098522	 1.96e-01	-0.098522	 1.96e-01	 4.78e-01	no
ENSMUSG00000005299	Letm1	FBgn0284252	Letm1	 1.61e-01	 2.52e-02	-0.135679	 2.81e-01	-3.79e-03	-1.40e-01	-0.135710	 3.18e-01	-0.135710	 3.18e-01	 6.09e-01	no
ENSMUSG00000057406	Nsd2	FBgn0023518	trr	-6.49e-02	 1.57e-02	 0.080505	 3.02e-01	-5.11e-01	-4.30e-01	 0.080549	 2.44e-01	 0.080505	 3.02e-01	 5.96e-01	no
ENSMUSG00000057406	Nsd2	FBgn0005386	ash1	-6.49e-02	 1.57e-02	 0.080505	 3.02e-01	-5.11e-01	-4.30e-01	 0.080549	 2.44e-01	 0.080505	 3.02e-01	 5.96e-01	no
ENSMUSG00000057406	Nsd2	FBgn0086908	egg	-6.49e-02	 1.57e-02	 0.080505	 3.02e-01	-5.11e-01	-4.30e-01	 0.080549	 2.44e-01	 0.080505	 3.02e-01	 5.96e-01	no
ENSMUSG00000057406	Nsd2	FBgn0030486	Set2	-6.49e-02	 1.57e-02	 0.080505	 3.02e-01	-5.11e-01	-4.30e-01	 0.080549	 2.44e-01	 0.080505	 3.02e-01	 5.96e-01	no
ENSMUSG00000057406	Nsd2	FBgn0040372	G9a	-6.49e-02	 1.57e-02	 0.080505	 3.02e-01	-5.11e-01	-4.30e-01	 0.080549	 2.44e-01	 0.080505	 3.02e-01	 5.96e-01	no
ENSMUSG00000057406	Nsd2	FBgn0037841	CG4565	-6.49e-02	 1.57e-02	 0.080505	 3.02e-01	-5.11e-01	-4.30e-01	 0.080549	 2.44e-01	 0.080505	 3.02e-01	 5.96e-01	no
ENSMUSG00000086583	Gm15500			 7.98e-02	-6.72e-02	-0.146968	 3.87e-02	 1.31e+00	 1.16e+00	-0.146976	 4.73e-02	-0.146976	 4.73e-02	 2.14e-01	no
ENSMUSG00000050910	Cdr2l	FBgn0032876	Cen	-1.50e-01	-5.66e-01	-0.416602	 2.78e-07	 1.38e+00	 9.63e-01	-0.416774	 6.85e-06	-0.416774	 6.85e-06	 3.28e-04	no
ENSMUSG00000019590	Cyb561	FBgn0261673	nemy	-8.32e-02	 3.16e-02	 0.114901	 1.47e-01	-7.63e-02	 3.85e-02	 0.114901	 1.87e-01	 0.114901	 1.87e-01	 4.69e-01	no
ENSMUSG00000020681	Ace			-4.29e-01	-4.72e-01	-0.042490	 6.47e-01	-5.07e-01	-5.49e-01	-0.042614	 6.88e-01	-0.042614	 6.88e-01	 8.64e-01	no
ENSMUSG00000101970	1810026B05Rik			-7.07e-02	 8.94e-02	 0.160230	 2.62e-01	-1.99e-01	-3.94e-02	 0.159954	 3.09e-01	 0.159954	 3.09e-01	 6.02e-01	no
ENSMUSG00000108621	Gm37494			 3.30e-01	 9.14e-02	-0.238115	 4.76e-01	-3.36e-01	-5.74e-01	-0.238445	 5.61e-01	-0.238445	 5.61e-01	 7.93e-01	no
ENSMUSG00000097974	Gm10605			-2.89e-01	-1.19e-01	 0.169859	 2.68e-01	 2.06e-01	 3.76e-01	 0.169859	 2.70e-01	 0.169859	 2.70e-01	 5.63e-01	no
ENSMUSG00000029111	Nelfa	FBgn0038872	Nelf-A	 3.55e-01	 2.17e-01	-0.138386	 1.06e-01	 4.01e-02	-9.82e-02	-0.138412	 1.33e-01	-0.138412	 1.33e-01	 3.86e-01	no
ENSMUSG00000048142	Nat8l			-1.73e-02	-4.41e-01	-0.423769	 2.06e-04	-3.47e-01	-7.70e-01	-0.423662	 6.73e-04	-0.423662	 6.73e-04	 1.25e-02	yes
ENSMUSG00000049354	Dcaf7	FBgn0266848	wap	-9.19e-01	-1.01e+00	-0.089550	 2.14e-01	-1.99e-01	-2.89e-01	-0.089550	 2.31e-01	-0.089550	 2.31e-01	 5.24e-01	yes
ENSMUSG00000070858	Gm1673			-2.99e-01	-3.26e-01	-0.026789	 8.72e-01	 1.26e+00	 1.24e+00	-0.027434	 8.70e-01	-0.026789	 8.72e-01	 9.48e-01	no
ENSMUSG00000020700	Map3k3	FBgn0261524	lic	-1.66e-01	-3.44e-01	-0.177727	 5.63e-02	-3.18e-01	-4.95e-01	-0.177944	 7.78e-02	-0.177944	 7.78e-02	 2.83e-01	no
ENSMUSG00000097392	Thoc2l	FBgn0031390	tho2	 2.33e-02	 5.25e-02	 0.029206	 7.72e-01	-7.23e-01	-6.94e-01	 0.029206	 7.92e-01	 0.029206	 7.92e-01	 9.14e-01	no
ENSMUSG00000040699	Limd2	FBgn0034223	Tes	-2.54e-01	-3.27e-01	-0.073434	 4.74e-01	 6.20e-01	 5.46e-01	-0.073252	 4.26e-01	-0.073434	 4.74e-01	 7.37e-01	no
ENSMUSG00000074024	4632427E13Rik			-1.45e-02	-4.45e-02	-0.031034	 8.71e-01	-8.66e-01	-8.96e-01	-0.030228	 8.79e-01	-0.030228	 8.79e-01	 9.51e-01	no
ENSMUSG00000058503	Fam133b			-3.53e-02	 2.52e-01	 0.287596	 6.40e-03	 2.53e-01	 5.40e-01	 0.287596	 1.16e-02	 0.287596	 1.16e-02	 9.11e-02	no
ENSMUSG00000069631	Strada			 1.66e-01	-1.62e-02	-0.182457	 6.85e-02	-2.96e-01	-4.78e-01	-0.182263	 8.33e-02	-0.182263	 8.33e-02	 2.95e-01	no
ENSMUSG00000078622	Ccdc47	FBgn0031544	CG17593	 1.23e-02	 2.91e-01	 0.278710	 9.78e-05	-4.54e-01	-1.75e-01	 0.278843	 1.41e-04	 0.278843	 1.41e-04	 3.90e-03	yes
ENSMUSG00000005907	Pex1	FBgn0013563	Pex1	 5.66e-01	 7.36e-01	 0.169939	 2.45e-01	-9.01e-01	-7.31e-01	 0.170672	 3.08e-01	 0.170672	 3.08e-01	 6.01e-01	no
ENSMUSG00000020705	Ddx42	FBgn0036104	CG6418	-1.04e-01	-1.66e-01	-0.062171	 4.18e-01	-1.31e-01	-1.93e-01	-0.062171	 4.49e-01	-0.062171	 4.49e-01	 7.18e-01	no
ENSMUSG00000027522	Stx16	FBgn0031106	Syx16	 1.11e-01	 1.70e-01	 0.058897	 4.21e-01	-5.27e-01	-4.68e-01	 0.058946	 3.94e-01	 0.058897	 4.21e-01	 6.97e-01	yes
ENSMUSG00000020706	Ftsj3	FBgn0030720	CG8939	-8.75e-02	 6.21e-02	 0.149603	 5.74e-02	-1.24e-02	 1.37e-01	 0.149603	 6.52e-02	 0.149603	 6.52e-02	 2.55e-01	no
ENSMUSG00000066724	Gm10175			-3.73e-02	-2.07e-01	-0.169922	 2.99e-02	 1.39e+00	 1.22e+00	-0.169874	 1.03e-02	-0.169922	 2.99e-02	 1.62e-01	no
ENSMUSG00000007415	Gatad1	FBgn0025634	CG13367	 1.34e-03	-2.86e-02	-0.029884	 7.65e-01	 5.82e-01	 5.52e-01	-0.029843	 7.59e-01	-0.029884	 7.65e-01	 9.03e-01	no
ENSMUSG00000020708	Psmc5	FBgn0039788	Rpt6R	 1.84e-01	 2.79e-01	 0.095256	 1.90e-01	 4.00e-01	 4.95e-01	 0.095281	 2.07e-01	 0.095281	 2.07e-01	 4.94e-01	no
ENSMUSG00000020708	Psmc5	FBgn0020369	Rpt6	 1.84e-01	 2.79e-01	 0.095256	 1.90e-01	 4.00e-01	 4.95e-01	 0.095281	 2.07e-01	 0.095281	 2.07e-01	 4.94e-01	no
ENSMUSG00000036327	Qsox2	FBgn0038919	Qsox2	 3.09e-01	 3.42e-01	 0.032825	 7.24e-01	-5.33e-01	-5.01e-01	 0.032825	 7.54e-01	 0.032825	 7.54e-01	 8.98e-01	yes
ENSMUSG00000036327	Qsox2	FBgn0051413	Qsox4	 3.09e-01	 3.42e-01	 0.032825	 7.24e-01	-5.33e-01	-5.01e-01	 0.032825	 7.54e-01	 0.032825	 7.54e-01	 8.98e-01	yes
ENSMUSG00000036327	Qsox2	FBgn0038918	Qsox3	 3.09e-01	 3.42e-01	 0.032825	 7.24e-01	-5.33e-01	-5.01e-01	 0.032825	 7.54e-01	 0.032825	 7.54e-01	 8.98e-01	yes
ENSMUSG00000036327	Qsox2	FBgn0033814	Qsox1	 3.09e-01	 3.42e-01	 0.032825	 7.24e-01	-5.33e-01	-5.01e-01	 0.032825	 7.54e-01	 0.032825	 7.54e-01	 8.98e-01	yes
ENSMUSG00000078619	Smarcd2	FBgn0035370	Non2	 7.91e-02	-6.34e-03	-0.085419	 3.50e-01	 4.24e-02	-4.30e-02	-0.085419	 3.50e-01	-0.085419	 3.50e-01	 6.39e-01	no
ENSMUSG00000040351	Ankib1			-4.06e-01	-8.98e-01	-0.492268	 1.86e-07	 1.54e-01	-3.38e-01	-0.492268	 9.88e-07	-0.492268	 9.88e-07	 6.11e-05	no
ENSMUSG00000039943	Plcb4	FBgn0262738	norpA	 4.59e-01	 4.27e-01	-0.031878	 7.06e-01	-3.22e-01	-3.54e-01	-0.031878	 7.22e-01	-0.031878	 7.22e-01	 8.82e-01	no
ENSMUSG00000059277	R74862			-8.78e-02	 5.93e-02	 0.147288	 3.29e-01	 3.14e-01	 4.61e-01	 0.147288	 3.62e-01	 0.147288	 3.62e-01	 6.48e-01	no
ENSMUSG00000087412	Gm15501			 2.74e-01	 2.47e-01	-0.026515	 7.44e-01	 1.15e+00	 1.12e+00	-0.026536	 7.29e-01	-0.026515	 7.44e-01	 8.93e-01	no
ENSMUSG00000000600	Krit1			 2.06e-01	 3.94e-01	 0.187874	 4.18e-02	-5.24e-01	-3.36e-01	 0.187958	 5.32e-02	 0.187958	 5.32e-02	 2.28e-01	no
ENSMUSG00000074887	EU599041			 2.93e-01	-9.00e-02	-0.382252	 6.74e-02	 1.37e+00	 9.83e-01	-0.382710	 7.08e-02	-0.382710	 7.08e-02	 2.67e-01	no
ENSMUSG00000001029	Icam2			-6.57e-01	-5.15e-01	 0.142346	 2.75e-01	-3.15e-02	 1.11e-01	 0.142346	 2.55e-01	 0.142346	 2.75e-01	 5.68e-01	no
ENSMUSG00000020834	Dhrs13			-2.22e-01	-3.65e-01	-0.143337	 3.37e-01	-1.71e-01	-3.14e-01	-0.143337	 3.34e-01	-0.143337	 3.37e-01	 6.27e-01	no
ENSMUSG00000061981	Flot2	FBgn0264078	Flo2	-3.46e-01	-4.80e-01	-0.134475	 1.71e-01	-8.19e-02	-2.16e-01	-0.134475	 1.74e-01	-0.134475	 1.74e-01	 4.51e-01	no
ENSMUSG00000057110	Cntrl			 7.93e-01	 8.24e-01	 0.030288	 8.31e-01	-5.25e-01	-4.94e-01	 0.030610	 8.34e-01	 0.030610	 8.34e-01	 9.31e-01	no
ENSMUSG00000040302	Rbm48	FBgn0085260	CG34231	 1.68e-01	 1.21e-01	-0.047783	 7.75e-01	 2.19e-01	 1.72e-01	-0.047089	 7.64e-01	-0.047783	 7.75e-01	 9.06e-01	no
ENSMUSG00000115783	Bc1			 4.46e-01	 5.67e-01	 0.122286	 7.23e-01	 2.74e+00	 2.87e+00	 0.122008	 7.57e-01	 0.122008	 7.57e-01	 9.00e-01	no
ENSMUSG00000070348	Ccnd1	FBgn0010382	CycE	 2.78e-01	-1.15e-01	-0.393495	 2.25e-08	 1.05e+00	 6.52e-01	-0.393551	 1.42e-07	-0.393551	 1.42e-07	 1.07e-05	no
ENSMUSG00000070348	Ccnd1	FBgn0000404	CycA	 2.78e-01	-1.15e-01	-0.393495	 2.25e-08	 1.05e+00	 6.52e-01	-0.393551	 1.42e-07	-0.393551	 1.42e-07	 1.07e-05	no
ENSMUSG00000070348	Ccnd1	FBgn0000405	CycB	 2.78e-01	-1.15e-01	-0.393495	 2.25e-08	 1.05e+00	 6.52e-01	-0.393551	 1.42e-07	-0.393551	 1.42e-07	 1.07e-05	no
ENSMUSG00000070348	Ccnd1	FBgn0010315	CycD	 2.78e-01	-1.15e-01	-0.393495	 2.25e-08	 1.05e+00	 6.52e-01	-0.393551	 1.42e-07	-0.393551	 1.42e-07	 1.07e-05	no
ENSMUSG00000031072	LTO1			 1.74e-01	 1.61e-01	-0.012941	 9.26e-01	 4.55e-01	 4.42e-01	-0.012941	 9.26e-01	-0.012941	 9.26e-01	 9.70e-01	no
ENSMUSG00000020832	Eral1	FBgn0038106	CG7488	-1.27e-01	-2.90e-01	-0.163317	 1.53e-01	 2.47e-01	 8.40e-02	-0.163317	 1.38e-01	-0.163317	 1.53e-01	 4.21e-01	no
ENSMUSG00000029207	Apbb2			 4.33e-01	 8.84e-02	-0.344987	 6.63e-04	-2.95e-01	-6.40e-01	-0.344885	 9.16e-04	-0.344885	 9.16e-04	 1.59e-02	yes
ENSMUSG00000037750	Fam222b			 7.11e-02	-5.44e-02	-0.125631	 1.89e-01	-1.82e-01	-3.07e-01	-0.125631	 2.01e-01	-0.125631	 2.01e-01	 4.85e-01	yes
ENSMUSG00000017386	Traf4	FBgn0026319	Traf4	-4.99e-01	-6.36e-01	-0.137070	 8.10e-02	 3.09e-01	 1.72e-01	-0.137070	 8.25e-02	-0.137070	 8.25e-02	 2.93e-01	no
ENSMUSG00000057342	Sphk2	FBgn0030300	Sk1	-4.66e-02	-3.00e-01	-0.253422	 2.37e-02	 6.87e-02	-1.85e-01	-0.253422	 2.97e-02	-0.253422	 2.97e-02	 1.61e-01	no
ENSMUSG00000057342	Sphk2	FBgn0052484	Sk2	-4.66e-02	-3.00e-01	-0.253422	 2.37e-02	 6.87e-02	-1.85e-01	-0.253422	 2.97e-02	-0.253422	 2.97e-02	 1.61e-01	no
ENSMUSG00000057342	Sphk2	FBgn0037315	Cerk	-4.66e-02	-3.00e-01	-0.253422	 2.37e-02	 6.87e-02	-1.85e-01	-0.253422	 2.97e-02	-0.253422	 2.97e-02	 1.61e-01	no
ENSMUSG00000017405	Nek8			-8.38e-01	-7.28e-01	 0.109884	 5.22e-01	-5.92e-01	-4.82e-01	 0.109493	 5.54e-01	 0.109493	 5.54e-01	 7.89e-01	no
ENSMUSG00000059070	Rpl18	FBgn0035753	RpL18	 2.92e-01	 1.36e-01	-0.155753	 1.78e-02	 1.21e+00	 1.05e+00	-0.155799	 1.15e-02	-0.155753	 1.78e-02	 1.18e-01	no
ENSMUSG00000019437	Tlcd1			-7.09e-01	-5.42e-01	 0.166107	 3.46e-01	-2.09e-01	-4.23e-02	 0.165731	 3.56e-01	 0.165731	 3.56e-01	 6.43e-01	no
ENSMUSG00000058546	Rpl23a			 4.74e-02	-2.35e-01	-0.282595	 4.22e-04	 1.75e+00	 1.47e+00	-0.282595	 1.06e-03	-0.282595	 1.06e-03	 1.78e-02	no
ENSMUSG00000002059	Rab34			-3.13e-01	-2.13e-01	 0.099613	 2.38e-01	 2.81e-01	 3.81e-01	 0.099613	 2.13e-01	 0.099613	 2.38e-01	 5.32e-01	no
ENSMUSG00000062044	Lmtk3			 1.98e-01	 9.68e-02	-0.100834	 4.95e-01	-1.51e+00	-1.61e+00	-0.100834	 5.68e-01	-0.100834	 5.68e-01	 7.96e-01	no
ENSMUSG00000002052	Supt6	FBgn0028982	Spt6	 2.95e-02	 5.95e-03	-0.023526	 7.70e-01	-6.02e-01	-6.26e-01	-0.023526	 7.95e-01	-0.023526	 7.95e-01	 9.15e-01	no
ENSMUSG00000058743	Kcnj14			-1.91e-01	-2.34e-01	-0.042499	 7.16e-01	-1.68e-01	-2.10e-01	-0.042255	 7.16e-01	-0.042255	 7.16e-01	 8.79e-01	no
ENSMUSG00000053801	Grwd1	FBgn0022288	l(2)09851	 8.67e-02	 8.95e-02	 0.002644	 9.78e-01	 2.23e-01	 2.26e-01	 0.002804	 9.76e-01	 0.002644	 9.78e-01	 9.91e-01	no
ENSMUSG00000029223	Uchl1	FBgn0010288	Uch	 3.57e-01	 3.35e-01	-0.022044	 7.47e-01	 4.31e-01	 4.09e-01	-0.021999	 7.22e-01	-0.022044	 7.47e-01	 8.94e-01	no
ENSMUSG00000026878	Rab14	FBgn0015791	Rab14	-1.38e-01	-1.60e-01	-0.021733	 7.76e-01	 2.00e-02	-1.71e-03	-0.021733	 7.72e-01	-0.021733	 7.76e-01	 9.07e-01	no
ENSMUSG00000002771	Grin2d	FBgn0036150	Ir68a	-7.58e-01	-7.61e-01	-0.003423	 9.83e-01	-7.79e-01	-7.82e-01	-0.003804	 9.81e-01	-0.003423	 9.83e-01	 9.92e-01	no
ENSMUSG00000002771	Grin2d	FBgn0259215	Ir93a	-7.58e-01	-7.61e-01	-0.003423	 9.83e-01	-7.79e-01	-7.82e-01	-0.003804	 9.81e-01	-0.003423	 9.83e-01	 9.92e-01	no
ENSMUSG00000002771	Grin2d	FBgn0036937	Ir76b	-7.58e-01	-7.61e-01	-0.003423	 9.83e-01	-7.79e-01	-7.82e-01	-0.003804	 9.81e-01	-0.003423	 9.83e-01	 9.92e-01	no
ENSMUSG00000002771	Grin2d	FBgn0035604	Ir64a	-7.58e-01	-7.61e-01	-0.003423	 9.83e-01	-7.79e-01	-7.82e-01	-0.003804	 9.81e-01	-0.003423	 9.83e-01	 9.92e-01	no
ENSMUSG00000002771	Grin2d	FBgn0037501	Ir84a	-7.58e-01	-7.61e-01	-0.003423	 9.83e-01	-7.79e-01	-7.82e-01	-0.003804	 9.81e-01	-0.003423	 9.83e-01	 9.92e-01	no
ENSMUSG00000002771	Grin2d	FBgn0036829	Ir75d	-7.58e-01	-7.61e-01	-0.003423	 9.83e-01	-7.79e-01	-7.82e-01	-0.003804	 9.81e-01	-0.003423	 9.83e-01	 9.92e-01	no
