pathways_name_level0,gene_secondary_identifier,gene_symbol,pathways_identifier_level1,pathways_name_level1,datasets_name,gene_primary_identifier
Drug ADME,CG6231,CG6231,R-DME-2161522,Abacavir ADME,Reactome pathways data set,FBgn0038720
Transport of small molecules,CG6231,CG6231,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0038720
Metabolism,CG6231,CG6231,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0038720
Drug ADME,CG6231,CG6231,R-DME-9749641,Aspirin ADME,Reactome pathways data set,FBgn0038720
Metabolism of proteins,CG6233,Ufd1,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0036136
DNA Repair,CG6233,Ufd1,R-DME-73893,DNA Damage Bypass,Reactome pathways data set,FBgn0036136
Drosophila signaling pathways,CG6235,tws,R-DME-209392,Hedgehog pathway,Reactome pathways data set,FBgn0004889
Drosophila signaling pathways,CG6235,tws,R-DME-209412,Wingless pathway,Reactome pathways data set,FBgn0004889
Drosophila signaling pathways,CG6235,tws,R-DME-432626,Circadian Clock pathway,Reactome pathways data set,FBgn0004889
Cell Cycle,CG6235,tws,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0004889
Metabolism of RNA,CG6235,tws,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0004889
Gene expression (Transcription),CG6241,TAF1B,R-DME-73864,RNA Polymerase I Transcription,Reactome pathways data set,FBgn0037792
Metabolism of RNA,CG6249,Csl4,R-DME-429914,Deadenylation-dependent mRNA decay,Reactome pathways data set,FBgn0032346
Metabolism of RNA,CG6249,Csl4,R-DME-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,Reactome pathways data set,FBgn0032346
Metabolism of RNA,CG6249,Csl4,R-DME-72312,rRNA processing,Reactome pathways data set,FBgn0032346
Gene expression (Transcription),CG6251,Nup62,R-DME-211000,Gene Silencing by RNA,Reactome pathways data set,FBgn0034118
Cellular responses to stimuli,CG6251,Nup62,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0034118
Metabolism of proteins,CG6251,Nup62,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0034118
Cell Cycle,CG6251,Nup62,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0034118
Metabolism of RNA,CG6251,Nup62,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0034118
Metabolism of proteins,CG6253,RpL14,R-DME-72766,Translation,Reactome pathways data set,FBgn0017579
Metabolism of RNA,CG6253,RpL14,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0017579
DNA Repair,CG6258,RfC38,R-DME-5693532,DNA Double-Strand Break Repair,Reactome pathways data set,FBgn0028700
DNA Repair,CG6258,RfC38,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0028700
DNA Replication,CG6258,RfC38,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0028700
Cell Cycle,CG6258,RfC38,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0028700
Cell Cycle,CG6258,RfC38,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0028700
Gene expression (Transcription),CG6258,RfC38,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0028700
DNA Repair,CG6258,RfC38,R-DME-73884,Base Excision Repair,Reactome pathways data set,FBgn0028700
Cell Cycle,CG6258,RfC38,R-DME-73886,Chromosome Maintenance,Reactome pathways data set,FBgn0028700
DNA Repair,CG6258,RfC38,R-DME-73893,DNA Damage Bypass,Reactome pathways data set,FBgn0028700
Immune System,CG6265,Nep5,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0039478
Metabolism of proteins,CG6265,Nep5,R-DME-2980736,Peptide hormone metabolism,Reactome pathways data set,FBgn0039478
Transport of small molecules,CG6271,CG6271,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0039476
Metabolism,CG6271,CG6271,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0039476
Digestion and absorption,CG6271,CG6271,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0039476
Transport of small molecules,CG6277,CG6277,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0039475
Metabolism,CG6277,CG6277,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0039475
Digestion and absorption,CG6277,CG6277,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0039475
Extracellular matrix organization,CG6281,Timp,R-DME-1474228,Degradation of the extracellular matrix,Reactome pathways data set,FBgn0025879
Immune System,CG6281,Timp,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0025879
Metabolism of proteins,CG6281,Timp,R-DME-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome pathways data set,FBgn0025879
Metabolism of proteins,CG6281,Timp,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0025879
Hemostasis,CG6281,Timp,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0025879
Transport of small molecules,CG6283,CG6283,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0039474
Metabolism,CG6283,CG6283,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0039474
Digestion and absorption,CG6283,CG6283,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0039474
Metabolism,CG6287,CG6287,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0032350
Immune System,CG6289,Spn77Bc,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0036970
Metabolism of proteins,CG6289,Spn77Bc,R-DME-2980736,Peptide hormone metabolism,Reactome pathways data set,FBgn0036970
Signal Transduction,CG6289,Spn77Bc,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0036970
Metabolism of proteins,CG6289,Spn77Bc,R-DME-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome pathways data set,FBgn0036970
Metabolism of proteins,CG6289,Spn77Bc,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0036970
Gene expression (Transcription),CG6289,Spn77Bc,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0036970
Gene expression (Transcription),CG6292,CycT,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0025455
Signal Transduction,CG6292,CycT,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0025455
Signal Transduction,CG6292,CycT,R-DME-9006936,Signaling by TGFB family members,Reactome pathways data set,FBgn0025455
Metabolism,CG6293,CG6293,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0037807
Transport of small molecules,CG6295,CG6295,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0039471
Metabolism,CG6295,CG6295,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0039471
Digestion and absorption,CG6295,CG6295,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0039471
Transport of small molecules,CG6296,CG6296,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0039470
Metabolism,CG6296,CG6296,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0039470
Digestion and absorption,CG6296,CG6296,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0039470
Immune System,CG6297,JIL-1,R-DME-1280215,Cytokine Signaling in Immune system,Reactome pathways data set,FBgn0020412
Immune System,CG6297,JIL-1,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0020412
Signal Transduction,CG6297,JIL-1,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0020412
Developmental Biology,CG6297,JIL-1,R-DME-9675108,Nervous system development,Reactome pathways data set,FBgn0020412
Metabolism of proteins,CG6308,Alg14,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0030645
Metabolism of RNA,CG6311,Edc3,R-DME-429914,Deadenylation-dependent mRNA decay,Reactome pathways data set,FBgn0036735
Metabolism of RNA,CG6315,fl(2)d,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0000662
Metabolism of RNA,CG6322,U4-U6-60K,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0036733
Metabolism,CG6330,CG6330,R-DME-15869,Metabolism of nucleotides,Reactome pathways data set,FBgn0039464
Neuronal System,CG6331,Orct,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0019952
Metabolism,CG6331,Orct,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0019952
Drug ADME,CG6331,Orct,R-DME-2161522,Abacavir ADME,Reactome pathways data set,FBgn0019952
Transport of small molecules,CG6331,Orct,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0019952
Metabolism,CG6331,Orct,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0019952
Drug ADME,CG6331,Orct,R-DME-9749641,Aspirin ADME,Reactome pathways data set,FBgn0019952
Immune System,CG6337,CG6337,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0033873
Organelle biogenesis and maintenance,CG6338,Ets97D,R-DME-1592230,Mitochondrial biogenesis,Reactome pathways data set,FBgn0004510
Cellular responses to stimuli,CG6339,rad50,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0034728
DNA Repair,CG6339,rad50,R-DME-5693532,DNA Double-Strand Break Repair,Reactome pathways data set,FBgn0034728
Cell Cycle,CG6339,rad50,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0034728
Gene expression (Transcription),CG6339,rad50,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0034728
Metabolism of proteins,CG6341,eEF1beta,R-DME-72766,Translation,Reactome pathways data set,FBgn0028737
Transport of small molecules,CG6342,Irp-1B,R-DME-917937,Iron uptake and transport,Reactome pathways data set,FBgn0024957
Metabolism,CG6343,ND-42,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0019957
DNA Replication,CG6349,PolA1,R-DME-69002,DNA Replication Pre-Initiation,Reactome pathways data set,FBgn0259113
DNA Replication,CG6349,PolA1,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0259113
Cell Cycle,CG6349,PolA1,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0259113
Neuronal System,CG6356,CG6356,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0039178
Metabolism,CG6356,CG6356,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0039178
Drug ADME,CG6356,CG6356,R-DME-2161522,Abacavir ADME,Reactome pathways data set,FBgn0039178
Transport of small molecules,CG6356,CG6356,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0039178
Metabolism,CG6356,CG6356,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0039178
Drug ADME,CG6356,CG6356,R-DME-9749641,Aspirin ADME,Reactome pathways data set,FBgn0039178
Immune System,CG6357,CG6357,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0033875
Extracellular matrix organization,CG6357,CG6357,R-DME-1474228,Degradation of the extracellular matrix,Reactome pathways data set,FBgn0033875
Immune System,CG6357,CG6357,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0033875
Metabolism of proteins,CG6357,CG6357,R-DME-5683826,Surfactant metabolism,Reactome pathways data set,FBgn0033875
Gene expression (Transcription),CG6357,CG6357,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0033875
DNA Repair,CG6358,Xpac,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0004832
Signal Transduction,CG6359,Snx3,R-DME-195721,Signaling by WNT,Reactome pathways data set,FBgn0038065
Metabolism,CG6364,Uck,R-DME-15869,Metabolism of nucleotides,Reactome pathways data set,FBgn0263398
Metabolism of RNA,CG6369,Smg6,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0039260
Cell Cycle,CG6376,E2f1,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0011766
Gene expression (Transcription),CG6376,E2f1,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0011766
Metabolism of proteins,CG6378,SPARC,R-DME-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome pathways data set,FBgn0026562
Metabolism of proteins,CG6378,SPARC,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0026562
Hemostasis,CG6378,SPARC,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0026562
Metabolism of proteins,CG6382,eRF3,R-DME-72766,Translation,Reactome pathways data set,FBgn0020443
Metabolism of RNA,CG6382,eRF3,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0020443
Metabolism,CG6385,Sardh,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0034276
Immune System,CG6386,ball,R-DME-1280215,Cytokine Signaling in Immune system,Reactome pathways data set,FBgn0027889
Immune System,CG6386,ball,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0027889
Cell Cycle,CG6386,ball,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0027889
Signal Transduction,CG6386,ball,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0027889
Signal Transduction,CG6386,ball,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0027889
Metabolism,CG6391,Aps,R-DME-1483249,Inositol phosphate metabolism,Reactome pathways data set,FBgn0036111
Vesicle-mediated transport,CG6392,cmet,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0040232
Hemostasis,CG6392,cmet,R-DME-983231,Factors involved in megakaryocyte development and platelet production,Reactome pathways data set,FBgn0040232
Metabolism of proteins,CG6394,Pgant7,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0030930
Neuronal System,CG6395,Csp,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0004179
Immune System,CG6395,Csp,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0004179
Metabolism of proteins,CG6401,PIG-A,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0034270
Metabolism of proteins,CG6404,OXA1L,R-DME-72766,Translation,Reactome pathways data set,FBgn0027615
Signal Transduction,CG6407,Wnt5,R-DME-195721,Signaling by WNT,Reactome pathways data set,FBgn0010194
Vesicle-mediated transport,CG6407,Wnt5,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0010194
Metabolism of RNA,CG6413,Dis3,R-DME-429914,Deadenylation-dependent mRNA decay,Reactome pathways data set,FBgn0039183
Metabolism of RNA,CG6413,Dis3,R-DME-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,Reactome pathways data set,FBgn0039183
Neuronal System,CG6414,CG6414,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0029690
Transport of small molecules,CG6414,CG6414,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0029690
Metabolism,CG6414,CG6414,R-DME-211859,Biological oxidations,Reactome pathways data set,FBgn0029690
Metabolism of proteins,CG6414,CG6414,R-DME-2980736,Peptide hormone metabolism,Reactome pathways data set,FBgn0029690
Metabolism,CG6414,CG6414,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0029690
Drug ADME,CG6414,CG6414,R-DME-9749641,Aspirin ADME,Reactome pathways data set,FBgn0029690
Metabolism,CG6415,CG6415,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0032287
Metabolism of RNA,CG6418,CG6418,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0036104
Metabolism of proteins,CG6420,CG6420,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0039451
Signal Transduction,CG6424,CG6424,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0028494
Metabolism,CG6428,CG6428,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0029689
Transport of small molecules,CG6431,CG6431,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0032289
Metabolism,CG6431,CG6431,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0032289
Digestion and absorption,CG6431,CG6431,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0032289
Metabolism,CG6432,CG6432,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0039184
Programmed Cell Death,CG6433,qua,R-DME-109581,Apoptosis,Reactome pathways data set,FBgn0003187
Immune System,CG6433,qua,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0003187
Metabolism,CG6437,GlcT,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0067102
Metabolism,CG6439,Idh3b,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0038922
Gene expression (Transcription),CG6444,Dpy-30L1,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0032293
